,EPS-Annual Basis,Ticker,Quarter-Year,CFPS,PE_Ratio,Market_Cap,ROE,Price_Sales_Ratio,Debt_Equity_Ratio,Quarter,Final_Rating
240,-0.9767086309999999,CRBP,2018,-0.157292811,-0.025727873999999998,375658120,-340.58693,344.3630912,0.42711755,3,0
241,-2.2242189,AMRS,2018,-0.517041523,167.0,352431114,-0.006013816,15.19492602,-1.465460765,2,0
242,-0.646145492,CRBP,2017,-0.130291614,-0.050242117999999995,349966295,-217.8076083,439.4838898,0.20134648300000002,3,0
243,-2.3824355759999998,AMRS,2019,-0.477087056,-5.242124063,347254024,0.278171809,24.15848228,-1.441539954,1,0
244,-2.2242189,AMRS,2018,-0.49987202399999997,-3.692737372,337870699,0.31318372899999997,14.69130788,-1.4044525380000001,1,0
245,-0.9767086309999999,CRBP,2018,-0.050898470999999994,-0.028676859,335386911,-178.4475994,352.87467369999996,0.17699402,1,0
246,-0.646145492,CRBP,2017,-0.143942705,-0.044732355,333946670,-171.2804395,258.133605,0.161090392,1,0
247,-1.118225829,CRBP,2019,-0.287261928,-0.015702388,326465233,-701.4281018999999,126.0589142,1.298543761,3,0
248,-2.3824355759999998,AMRS,2019,-0.60441747,-5.3404847,312396993,0.273325359,8.937630332000001,-1.598623467,3,0
249,-0.646145492,CRBP,2017,-0.11918394,-0.040375932999999996,294618624,-194.13553159999998,841.320394,0.185560738,2,0
250,-0.9767086309999999,CRBP,2018,-0.109782474,-0.022575505,272471688,-217.5239469,319.1858077,0.266797897,2,0
251,-0.486141993,CRBP,2016,-0.131866074,-0.035593257,269450743,-848.7583296,717.2538208999999,1.005573572,4,0
252,-2.3824355759999998,AMRS,2019,-0.42878296299999996,-3.414150311,268632175,0.30761952800000003,6.627002536,-1.629321636,4,0
253,-2.3824355759999998,AMRS,2019,-0.250815534,-6.592642203,251100556,0.210116345,4.005176831,-1.6775270180000001,2,0
254,-0.486141993,CRBP,2016,-0.081650972,-0.039334352999999996,210311661,-401.5826965,283.2259042,0.48389622600000004,3,0
255,-1.162882514,NBEV,2019,-0.323879817,-19.26822307,205919500,-0.07122435,2.9489531419999997,1.0905183040000002,3,0
256,-2.242511449,AMRS,2017,0.063093791,-99.60954293,161267850,0.008069018,2.001139748,-1.754983952,4,0
257,-1.162882514,NBEV,2019,-0.176577953,-2.029520584,133645960,-0.71363858,2.25658016,1.721538878,4,0
258,-0.11549084,NBEV,2017,0.070261022,-0.032816455,116036558,-67.04695499,10.31773849,0.283175479,4,0
259,-0.486141993,CRBP,2016,-0.069372966,-0.02524229,105749822,-237.31263450000003,266.64234780000004,0.28175806600000003,2,0
260,-2.2242189,AMRS,2018,-0.663895501,1.162760857,100631138,-0.397440254,1.221459209,-1.587469461,4,0
261,-0.11549084,NBEV,2017,-0.134518069,-0.12721432300000002,89985560,-24.47970072,8.341418263,0.394216019,1,0
262,-2.242511449,AMRS,2017,-1.638838156,75.70244706,87663434,-0.0057818190000000005,3.413685113,-1.562728739,2,0
263,-2.242511449,AMRS,2017,-1.5568771319999999,-2.506897237,86480434,0.175693157,3.574014712,-1.705792776,3,0
264,-0.486141993,CRBP,2016,-0.068615226,-0.029124707000000003,84235670,-451.62989360000006,212.3956006,0.638860482,1,0
265,0.19233215399999998,NBEV,2016,0.446720546,19.12500494,77069601,0.826002828,7.3091563079999995,4.478158115,4,1
266,-0.11549084,NBEV,2017,-0.133836194,-143.8175087,69016872,-0.008762101,4.58602698,0.263764593,3,0
268,-2.871182413,YCBD,2019,1.320693844,5.508610513,65467324,0.31604481100000004,7.538120362000001,1.513513515,3,0
272,-0.28231891800000003,CRBP,2015,0.000188203,-0.020837533000000002,53397031,-378.56249310000004,469.8953807,0.41299436100000003,2,0
273,-0.28231891800000003,CRBP,2015,-0.08508726900000001,-0.02114786,47664845,-201.7110516,279.6346503,0.193312409,3,0
274,0.008115316,YCBD,2018,-0.124622599,-0.066996527,46243616,-41.10427647,37.02362313,4.742923416,4,1
275,-0.28231891800000003,CRBP,2015,-0.031791559,-0.017691424,44203704,-278.0848324,121.3414087,0.432975923,4,0
276,0.008115316,YCBD,2018,-0.283226639,22.386217300000002,36778764,0.11603669999999999,11.93763015,0.112468698,1,1
277,0.19233215399999998,NBEV,2016,-0.33138488,18.66841742,35259171,0.286596754,2.615275128,3.1738080639999997,3,1
278,-8.5,YCBD,2017,-0.263833628,-0.026504626,33522574,-94.73772677,48.74195841,0.145961769,4,0
279,-2.871182413,YCBD,2019,-0.19585672,2.272553438,29383577,0.232867038,2.895436937,0.8333732859999999,4,0
280,0.008115316,YCBD,2018,-0.097359636,-0.032269956,28415503,-69.8455793,19.55580479,0.191194893,3,1
281,0.19233215399999998,NBEV,2016,-0.010024847,-0.014119774,28205928,-322.17312539999995,41.07220791,3.279037077,2,1
282,0.008115316,YCBD,2018,-0.17384785100000003,44.15482684,24958604,0.04091693,7.803394785,0.192235417,2,1
284,-8.5,NBEV,2015,-5.903573987000001,-0.015438002,5905236,-330.71393739999996,8.349727742999999,1.174244442,3,0
285,-0.10090508,NBEV,2014,-0.051726709,-0.25617123199999997,5468487,-41.93711888,18.19360187,1.6508042840000001,3,0
286,-8.5,NBEV,2015,-0.008447973000000001,-0.030550683,5359292,-278.82850160000004,22.01854732,1.628885643,1,0
291,-0.486,CGC,2019,-12.4949,-10.56,5568610608,-12.56,34.7,1.45565633,4,0
292,-0.35003362200000004,CGC,2018,-11.494000000000002,-15.78,44056176480,-20.3,53.65,0.43534348,4,0
293,-8.5,GWPH,2017,0.00013440000000000001,-5.78,35046178480,-10.56,20.5,1.5959493930000002,2,0
294,-8.5,GWPH,2016,-1.2345,-3.7,33054577648,-5.45,6.7,0.48383983,3,0
295,-8.5,GWPH,2015,-3.465,-9.5,32105617568,-11.67,22.3,1.49439392,2,0
296,-8.5,GWPH,2014,0.23485749999999997,-4.56,32056173456,-8.65,11.3,0.38389292,3,0
297,-8.5,GWPH,2013,-2.4848,-7.78,32024568736,-9.67,13.54,1.23949494,4,0
